2016-07-19 16:14:58,181 root DEBUG autoptsclient_common.py   349   run_test_case             : Starting TestCase wrapper GATT TC_GAD_CL_BV_03_C
2016-07-19 16:14:58,181 root DEBUG testcase.py               499   pre_run                   : pre_run GATT TC_GAD_CL_BV_03_C
2016-07-19 16:14:58,181 root DEBUG testcase.py               502   pre_run                   : About to run test case GATT TC_GAD_CL_BV_03_C with commands:
2016-07-19 16:14:58,181 root DEBUG testcase.py               504   pre_run                   : 0) ptsprojects.testcase.TestFunc <bound method ZephyrCtl.start of <ptsprojects.zephyr.iutctl.ZephyrCtl instance at 0x7f3adf2df3f8>> None None () {}
2016-07-19 16:14:58,182 root DEBUG testcase.py               504   pre_run                   : 1) ptsprojects.testcase.TestFunc <function core_reg_svc_gap at 0x7f3adf2b0a28> None None () {}
2016-07-19 16:14:58,182 root DEBUG testcase.py               504   pre_run                   : 2) ptsprojects.testcase.TestFunc <function core_reg_svc_gatts at 0x7f3adf2b0aa0> None None () {}
2016-07-19 16:14:58,182 root DEBUG testcase.py               504   pre_run                   : 3) ptsprojects.testcase.TestFunc <function gap_conn at 0x7f3adf2b0cf8> 2 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-19 16:14:58,182 root DEBUG testcase.py               504   pre_run                   : 4) ptsprojects.testcase.TestFunc <function gap_connected_ev at 0x7f3adf2b0c80> 2 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-19 16:14:58,182 root DEBUG testcase.py               504   pre_run                   : 5) ptsprojects.testcase.TestFunc <function gattc_find_included at 0x7f3adf2c8a28> 15 None (0, '00:1B:DC:E0:37:6C', '0001', 'FFFF') {}
2016-07-19 16:14:58,183 root DEBUG testcase.py               504   pre_run                   : 6) ptsprojects.testcase.TestFunc <function gattc_find_included_rsp at 0x7f3adf2c96e0> 15 None (True,) {}
2016-07-19 16:14:58,183 root DEBUG testcase.py               504   pre_run                   : 7) ptsprojects.testcase.TestFunc <function gap_disconn at 0x7f3adf2b0de8> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-19 16:14:58,183 root DEBUG testcase.py               504   pre_run                   : 8) ptsprojects.testcase.TestFunc <function gap_disconnected_ev at 0x7f3adf2b0d70> 3 None ('00:1B:DC:E0:37:6C', 0) {}
2016-07-19 16:14:58,183 root DEBUG testcase.py               504   pre_run                   : 9) ptsprojects.testcase.TestFuncCleanUp <bound method ZephyrCtl.stop of <ptsprojects.zephyr.iutctl.ZephyrCtl instance at 0x7f3adf2df3f8>> None None () {}
2016-07-19 16:14:58,183 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <bound method ZephyrCtl.start of <ptsprojects.zephyr.iutctl.ZephyrCtl instance at 0x7f3adf2df3f8>> None None () {}
2016-07-19 16:14:58,184 root DEBUG testcase.py               209   start                     : Test function parameters: args=(), kwds={}
2016-07-19 16:14:58,184 root DEBUG iutctl.py                 173   start                     : ptsprojects.zephyr.iutctl.ZephyrCtl.start
2016-07-19 16:14:58,184 root DEBUG iutctl.py                 160   reset_board               : About to reset DUT: "/home/skamrmar/bin/zflash/openocd/bin/openocd -s /home/skamrmar/bin/zflash/openocd/share/scripts -f /home/skamrmar/bin/zflash/boards/mountatlas/openocd.cfg -c 'init' -c 'reset run' -c 'shutdown'"
2016-07-19 16:15:00,196 root DEBUG iutctl.py                 184   start                     : Starting socat process: socat -x -v /dev/ttyUSB1,raw,b115200 UNIX-CONNECT:/tmp/bt-stack-tester
2016-07-19 16:15:00,200 root DEBUG iutctl.py                 56    accept                    : accept
2016-07-19 16:15:00,203 root DEBUG testcase.py               201   start                     : Starting test function: ptsprojects.testcase.TestFunc <function core_reg_svc_gap at 0x7f3adf2b0a28> None None () {}
2016-07-19 16:15:00,203 root DEBUG testcase.py               209   start                     : Test function parameters: args=(), kwds={}
2016-07-19 16:15:00,204 root DEBUG btp.py                    226   core_reg_svc_gap          : core_reg_svc_gap
2016-07-19 16:15:00,204 root DEBUG iutctl.py                 98    send                      : send, 0 3 255 1
2016-07-19 16:15:00,204 root DEBUG iutctl.py                 108   send                      : btpclient command: send 0 3 255 01
2016-07-19 16:15:00,204 root DEBUG btpparser.py              59    enc_frame                 : enc_frame, 0 3 255 '\x01'
2016-07-19 16:15:00,204 root DEBUG iutctl.py                 112   send                      : sending frame '\x00\x03\xff\x01\x00\x01'
2016-07-19 16:15:01,783 root DEBUG btp.py                    246   core_reg_svc_rsp_succ     : core_reg_svc_rsp_succ
